txn_id,category,sales_amount,qty,sale_date
429,Art,6.672,6,10/1/2017
437,Machines,1007.979,3,6/12/2016
438,Paper,313.488,7,6/12/2016
439,Paper,31.872,8,9/15/2017
441,Furnishings,12.22,1,9/5/2016
442,Storage,194.94,3,9/5/2016
443,Storage,70.95,3,9/5/2016
444,Paper,91.36,4,9/5/2016
445,Chairs,242.94,3,9/5/2016
446,Labels,22.05,7,9/5/2016
447,Furnishings,2.91,1,3/20/2017
456,Accessories,63.88,4,12/13/2016
458,Chairs,747.558,3,9/26/2016
459,Envelopes,8.928,2,9/26/2016
468,Furnishings,254.744,7,1/17/2015
469,Bookcases,205.3328,2,3/31/2017
470,Binders,4.788,3,12/16/2016
488,Phones,2735.952,6,10/29/2014
489,Phones,7.992,1,6/9/2014
490,Accessories,63.984,2,6/9/2014
491,Art,70.368,2,6/9/2014
511,Furnishings,126.3,3,11/26/2017
512,Accessories,38.04,2,11/26/2017
520,Accessories,18.392,1,3/22/2015
521,Storage,129.568,2,3/22/2015
522,Binders,14.112,9,3/22/2015
523,Tables,210.98,2,1/23/2017
537,Binders,42.616,7,9/3/2017
541,Accessories,468.9,6,2/1/2014
544,Accessories,58.112,2,5/11/2014
545,Phones,100.792,1,5/11/2014
546,Furnishings,66.112,4,5/11/2014
549,Storage,250.272,9,11/15/2015
550,Binders,11.364,3,11/15/2015
551,Supplies,8.72,5,11/15/2015
554,Fasteners,10.824,3,11/24/2017
579,Storage,,2,7/20/2017
580,Furnishings,8.792,1,7/20/2017
593,Art,9.344,2,1/9/2014
594,Accessories,31.2,3,1/9/2014
611,Phones,369.576,3,4/28/2016
612,Labels,15.712,4,4/28/2016
622,Binders,8.69,5,12/26/2014
623,Chairs,301.96,2,11/29/2015
624,Appliances,555.21,5,11/29/2015
625,Storage,523.48,4,11/29/2015
626,Art,161.82,9,11/29/2015
641,Furnishings,18.84,3,12/18/2016
644,Accessories,132.52,4,6/10/2017
646,Appliances,209.3,2,12/30/2017
658,Chairs,701.372,2,9/19/2016
659,Binders,2.308,2,9/19/2016
660,Storage,999.432,7,8/24/2015
661,Storage,724.08,14,8/24/2015
662,Tables,918.785,5,8/24/2015
663,Binders,2.724,3,8/24/2015
666,Supplies,23.76,3,6/8/2017
667,Paper,85.056,3,6/8/2017
668,Phones,381.576,3,6/8/2017
670,Furnishings,23.976,3,6/9/2017
671,Tables,108.925,1,6/9/2017
672,Paper,36.352,8,6/9/2017
673,Art,19.56,5,6/15/2017
674,Appliances,61.44,3,12/5/2017
675,Paper,38.9,5,12/5/2017
676,Accessories,99.39,3,12/5/2017
677,Appliances,2.688,3,3/18/2017
678,Accessories,27.816,3,3/18/2017
679,Furnishings,82.524,3,3/18/2017
680,Binders,182.994,3,3/18/2017
722,Tables,1652.94,3,12/15/2016
723,Storage,296.37,3,12/15/2016
726,Envelopes,17.568,2,9/16/2017
727,Phones,55.992,1,9/16/2017
740,Labels,11.784,3,1/4/2014
741,Storage,272.736,3,1/4/2014
742,Binders,3.54,2,1/4/2014
743,Supplies,51.52,5,8/27/2016
744,Paper,3.528,1,8/27/2016
745,Paper,4.624,1,8/27/2016
746,Supplies,55.168,4,8/27/2016
749,Phones,11.992,1,3/20/2016
750,Binders,58.05,3,10/2/2017
751,Furnishings,157.74,11,10/2/2017
752,Art,56.98,7,10/2/2017
753,Binders,2.88,1,10/2/2017
757,Storage,24.56,2,12/29/2014
758,Accessories,119.8,4,12/29/2014
760,Paper,22.72,4,9/18/2017
771,Binders,18.28,2,1/30/2017
772,Phones,207.0,3,1/30/2017
773,Binders,32.35,5,1/30/2017
774,Binders,7.71,1,1/30/2017
775,Art,40.3,2,1/30/2017
776,Furnishings,34.58,7,1/30/2017
796,Binders,20.16,7,9/21/2017
808,Furnishings,28.4,2,2/3/2015
809,Accessories,149.97,3,2/3/2015
816,Paper,51.84,8,3/20/2015
827,Fasteners,35.0,7,8/21/2017
828,Supplies,37.24,4,8/21/2017
829,Envelopes,15.28,2,8/21/2017
837,Binders,51.184,4,9/8/2014
839,Phones,21.072,3,3/7/2016
884,Furnishings,31.4,5,10/22/2016
892,Paper,4.54,1,6/26/2017
893,Art,15.92,4,6/26/2017
894,Phones,543.92,8,6/26/2017
897,Envelopes,15.648,2,10/3/2016
898,Labels,103.6,7,9/9/2014
901,Labels,10.44,5,11/11/2017
902,Binders,18.336,4,11/11/2017
903,Phones,323.976,3,9/15/2017
910,Phones,1199.8,4,9/2/2017
911,Accessories,1928.78,7,9/2/2017
912,Storage,352.38,2,9/2/2017
914,Furnishings,46.94,1,11/27/2017
915,Accessories,143.73,9,11/27/2017
916,Tables,99.918,2,6/15/2014
917,Chairs,797.944,4,6/15/2014
918,Binders,8.568,3,6/15/2014
919,Envelopes,149.352,3,3/5/2016
920,Storage,12.992,1,3/5/2016
954,Art,27.168,2,12/28/2017
955,Bookcases,78.8528,2,12/28/2017
978,Machines,3059.982,2,1/7/2017
980,Paper,34.02,3,12/9/2015
985,Labels,7.968,2,9/29/2017
986,Envelopes,27.968,4,9/29/2017
987,Machines,336.51,3,9/29/2017
988,Binders,1.112,2,3/10/2015
1009,Paper,44.75,5,12/26/2017
1010,Phones,95.984,2,8/1/2017
1037,Furnishings,86.62,2,4/22/2016
1041,Tables,697.16,4,3/20/2016
1044,Art,8.84,5,7/9/2017
1045,Appliances,58.464,9,7/9/2017
1046,Chairs,254.604,14,10/12/2017
1061,Chairs,107.772,2,3/23/2015
1069,Supplies,1.744,1,9/28/2017
1077,Art,40.88,7,9/29/2016
1081,Paper,19.92,4,11/29/2015
1082,Chairs,1106.91,9,11/29/2015
1087,Paper,6.48,1,8/12/2016
1103,Binders,2.694,3,4/21/2017
1104,Binders,2.934,3,4/21/2017
1106,Storage,100.704,6,11/19/2016
1107,Furnishings,2.328,2,11/19/2016
1108,Binders,10.78,5,11/19/2016
1109,Fasteners,58.368,12,11/19/2016
1110,Envelopes,40.968,3,11/19/2016
1111,Phones,71.96,5,11/19/2016
1112,Paper,10.368,2,11/19/2016
1113,Binders,1.192,2,11/19/2016
1128,Art,10.16,1,3/2/2015
1129,Envelopes,101.88,6,3/2/2015
1137,Envelopes,287.52,8,11/12/2016
1138,Appliances,37.68,2,11/12/2016
1139,Paper,19.98,2,11/12/2016
1140,Art,20.58,7,11/12/2016
1141,Binders,17.38,2,11/12/2016
1147,Appliances,644.076,2,4/4/2015
1148,Fasteners,5.84,2,4/4/2015
1149,Binders,12.76,2,4/4/2015
1150,Phones,10.95,1,4/4/2015
1151,Copiers,599.98,2,4/4/2015
1160,Appliances,362.94,3,6/29/2017
1161,Binders,11.54,2,6/29/2017
1166,Binders,46.8,4,5/4/2014
1172,Paper,22.38,2,3/10/2014
1174,Binders,5.176,4,10/22/2015
1180,Accessories,258.696,3,4/24/2016
1198,Accessories,431.928,9,4/8/2016
1199,Chairs,95.984,4,4/8/2016
1200,Binders,1088.792,4,4/8/2016
1253,Phones,1099.96,4,7/4/2015
1264,Phones,69.9,2,10/1/2016
1265,Furnishings,41.85,5,10/1/2016
1271,Storage,102.336,4,4/21/2016
1272,Appliances,48.792,3,4/21/2016
1273,Binders,44.848,8,4/21/2016
1274,Paper,10.368,2,5/26/2016
1275,Chairs,388.43,5,5/26/2016
1276,Paper,14.352,3,5/26/2016
1277,Accessories,63.992,1,5/26/2016
1278,Art,86.352,3,5/2/2016
1281,Phones,278.4,3,9/5/2016
1285,Binders,2.772,7,12/6/2015
1299,Phones,114.95,5,12/8/2016
1306,Phones,419.944,7,7/14/2016
1326,Binders,17.46,6,5/27/2014
1333,Binders,1.08,3,2/16/2014
1334,Appliances,7.96,2,2/16/2014
1346,Appliances,93.78,2,3/17/2014
1347,Paper,47.18,7,3/17/2014
1348,Art,19.68,6,3/17/2014
1349,Binders,53.4,10,3/17/2014
1350,Binders,35.88,6,3/17/2014
1351,Chairs,258.279,3,10/3/2014
1356,Storage,220.776,3,7/5/2014
1357,Storage,281.424,11,7/5/2014
1359,Furnishings,1.988,1,4/26/2017
1382,Furnishings,83.952,3,9/3/2016
1395,Tables,652.45,5,10/9/2017
1396,Tables,66.645,3,10/9/2017
1411,Labels,23.68,2,11/4/2017
1417,Phones,946.344,7,9/21/2015
1418,Accessories,151.2,3,9/21/2015
1419,Furnishings,4.928,4,9/21/2015
1438,Accessories,263.88,3,10/15/2015
1439,Chairs,2453.43,5,10/15/2015
1445,Phones,1979.928,9,5/23/2016
1446,Storage,164.736,4,6/13/2017
1447,Chairs,470.302,7,6/13/2017
1448,Phones,47.984,2,6/13/2017
1459,Labels,15.936,4,9/25/2016
1463,Accessories,159.984,2,8/26/2016
1464,Chairs,1024.716,6,8/26/2016
1469,Chairs,872.94,3,12/9/2017
1470,Binders,41.54,2,12/9/2017
1471,Paper,12.96,2,12/9/2017
1474,Furnishings,6.688,4,12/1/2015
1496,Art,10.192,7,9/4/2017
1497,Storage,16.784,1,9/4/2017
1498,Art,13.12,5,9/4/2017
1500,Paper,16.056,3,11/12/2017
1501,Paper,223.056,9,11/12/2017
1502,Storage,540.048,3,11/12/2017
1509,Binders,34.5,3,12/10/2017
1513,Storage,200.064,3,8/18/2017
1514,Binders,21.38,5,8/18/2017
1515,Binders,6.744,4,8/18/2017
1521,Art,16.52,5,4/16/2017
1547,Paper,335.52,4,11/23/2015
1548,Binders,23.912,2,11/23/2015
1549,Storage,27.056,2,11/23/2015
1551,Appliances,9.324,6,11/13/2017
1553,Labels,21.56,7,5/3/2014
1567,Accessories,21.48,3,11/29/2015
1568,Binders,8.784,4,11/29/2015
1575,Phones,40.68,3,12/15/2014
1576,Chairs,763.28,5,12/15/2014
1577,Storage,23.952,2,4/22/2016
1591,Art,33.488,7,4/15/2016
1592,Fasteners,8.04,5,4/15/2016
1595,Bookcases,359.058,3,3/24/2015
1598,Paper,16.896,4,11/19/2017
1599,Supplies,6.672,1,11/19/2017
1600,Art,99.136,4,11/19/2017
1601,Furnishings,15.992,2,11/19/2017
1616,Labels,3.75,1,8/10/2015
1617,Labels,41.4,4,8/10/2015
1618,Art,29.79,3,8/10/2015
1643,Fasteners,12.624,2,11/29/2014
1658,Furnishings,34.79,7,5/12/2014
1664,Storage,41.92,5,11/24/2016
1665,Accessories,297.576,3,11/24/2016
1666,Fasteners,4.344,3,11/24/2016
1667,Accessories,94.992,2,11/24/2016
1668,Paper,74.352,3,11/24/2016
1669,Art,14.04,3,11/24/2016
1671,Phones,16.68,3,10/19/2017
1673,Phones,167.968,4,7/3/2017
1675,Furnishings,21.936,2,9/17/2015
1676,Binders,6.588,3,9/17/2015
1691,Paper,33.45,5,12/9/2017
1692,Binders,10.4,5,12/9/2017
1694,Accessories,13.616,2,6/26/2016
1713,Paper,14.304,6,1/30/2015
1714,Tables,765.625,7,9/8/2017
1722,Phones,159.984,2,12/20/2015
1723,Accessories,255.968,4,12/20/2015
1724,Bookcases,359.058,3,12/20/2015
1733,Storage,338.04,3,7/10/2016
1734,Art,154.24,4,7/10/2016
1749,Paper,10.368,2,4/25/2014
1750,Art,6.24,3,4/25/2014
1751,Tables,206.962,2,11/22/2015
1756,Paper,360.712,11,12/8/2015
1757,Phones,1718.4,6,12/8/2015
1758,Binders,41.568,6,7/13/2015
1759,Accessories,46.864,2,5/11/2014
1770,Supplies,6.976,4,3/2/2017
1771,Binders,12.222,7,3/2/2017
1772,Storage,97.984,2,11/27/2016
1773,Accessories,62.4,6,11/27/2016
1784,Paper,219.84,4,9/22/2017
1785,Accessories,98.16,6,9/22/2017
1786,Binders,33.04,8,9/22/2017
1787,Phones,86.97,3,9/22/2017
1788,Phones,134.97,3,2/15/2015
1789,Phones,699.98,2,2/15/2015
1790,Accessories,139.95,5,2/15/2015
1792,Chairs,2807.84,8,12/1/2014
1793,Art,46.64,4,12/1/2014
1794,Storage,60.416,2,12/8/2014
1795,Art,107.94,3,9/5/2016
1800,Fasteners,11.168,4,8/8/2016
1801,Paper,53.952,3,8/8/2016
1809,Phones,69.93,7,2/11/2016
1810,Furnishings,16.156,7,10/23/2016
1811,Paper,54.816,3,10/23/2016
1819,Appliances,75.6,2,5/25/2014
1820,Furnishings,29.32,2,5/25/2014
1821,Appliances,92.064,6,2/16/2016
1822,Fasteners,6.976,4,2/16/2016
1823,Chairs,62.958,3,2/16/2016
1824,Paper,5.184,1,2/16/2016
1831,Phones,1439.92,8,10/21/2017
1832,Tables,262.11,1,10/21/2017
1834,Machines,1439.982,3,8/1/2017
1835,Paper,36.288,7,8/1/2017
1843,Labels,40.096,4,2/9/2015
1844,Furnishings,40.784,2,2/9/2015
1850,Storage,34.76,1,7/20/2015
1851,Accessories,831.2,5,7/20/2015
1852,Paper,26.4,5,7/20/2015
1853,Envelopes,106.75,7,7/20/2015
1854,Paper,97.82,2,7/20/2015
1855,Storage,141.4,5,7/20/2015
1857,Storage,127.92,5,5/12/2017
1858,Binders,34.24,4,5/12/2017
1863,Storage,49.632,4,11/12/2014
1877,Phones,470.376,3,3/25/2017
1885,Labels,6.0,2,1/19/2017
1897,Binders,1793.98,2,10/3/2017
1902,Phones,14.78,2,8/20/2016
1906,Storage,909.12,8,10/21/2017
1912,Paper,273.896,7,7/3/2017
1913,Machines,597.132,3,7/3/2017
1919,Phones,299.9,2,10/30/2015
1923,Phones,863.64,9,7/8/2016
1924,Art,47.616,3,7/8/2016
1942,Labels,47.36,4,8/29/2017
1943,Storage,27.44,2,8/29/2017
1944,Binders,3.24,9,8/29/2017
1945,Accessories,95.968,4,6/20/2016
1946,Paper,10.368,2,6/20/2016
1959,Binders,16.2,3,9/10/2017
1960,Appliances,33.99,3,9/10/2017
1961,Accessories,296.85,5,9/10/2017
1962,Accessories,112.8,6,9/10/2017
1963,Binders,13.71,3,9/10/2017
1964,Paper,24.9,5,9/10/2017
1965,Storage,286.29,3,9/10/2017
1966,Appliances,24.18,2,9/10/2017
1970,Accessories,291.96,4,9/23/2017
1971,Art,6.408,3,5/6/2017
1972,Accessories,408.744,7,5/6/2017
1973,Binders,5.104,4,12/14/2014
1974,Fasteners,2.896,2,12/14/2014
1975,Accessories,35.016,3,12/14/2014
1983,Phones,479.96,4,12/3/2014
1988,Binders,17.22,3,11/9/2015
1989,Tables,1024.38,7,11/9/2015
1990,Envelopes,26.22,3,11/9/2015
1991,Paper,17.34,3,11/9/2015
1996,Appliances,294.62,5,12/2/2017
1997,Furnishings,8.752,4,12/2/2017
2005,Binders,11.364,3,4/11/2017
2006,Art,29.68,7,12/31/2014
2007,Accessories,47.53,7,12/31/2014
2008,Bookcases,183.372,2,8/3/2017
2012,Accessories,159.984,2,12/11/2015
2013,Storage,46.344,3,12/11/2015
2033,Paper,9.392,2,12/9/2016
2034,Art,9.328,1,12/9/2016
2035,Binders,8.26,2,9/25/2017
2036,Chairs,269.97,3,9/25/2017
2045,Paper,15.552,3,8/17/2014
2055,Furnishings,17.31,3,12/1/2016
2056,Accessories,199.95,5,12/22/2017
2057,Chairs,1586.69,7,12/22/2017
2058,Accessories,84.99,1,12/22/2017
2059,Tables,411.8,2,12/22/2017
2084,Labels,23.68,2,11/23/2014
2093,Chairs,479.9,5,11/17/2014
2107,Binders,0.876,1,9/26/2014
2123,Bookcases,241.96,2,9/22/2017
2124,Labels,27.72,9,9/22/2017
2137,Furnishings,14.76,5,12/31/2015
2138,Binders,3.656,4,12/31/2015
2151,Chairs,233.058,3,11/19/2017
2152,Accessories,111.79,7,11/24/2014
2155,Furnishings,22.608,3,4/30/2016
2157,Storage,501.81,3,6/22/2014
2158,Storage,161.94,3,6/22/2014
2160,Binders,8.808,3,9/3/2016
2164,Accessories,191.976,3,10/13/2016
2165,Paper,8.288,2,10/13/2016
2166,Furnishings,139.92,5,10/13/2016
2167,Art,15.872,1,10/13/2016
2168,Binders,6.286,7,10/13/2016
2172,Chairs,305.312,2,11/19/2017
2174,Binders,9.264,3,7/30/2016
2175,Storage,61.792,4,7/30/2015
2188,Envelopes,70.08,6,8/10/2017
2189,Furnishings,121.3,2,8/10/2017
2190,Phones,1454.49,9,8/10/2017
2207,Binders,29.932,7,7/14/2014
2208,Phones,38.272,4,7/14/2014
2212,Appliances,167.292,6,11/27/2016
2227,Fasteners,2.896,2,7/29/2017
2228,Phones,124.792,1,7/29/2017
2232,Furnishings,526.45,5,6/26/2017
2233,Storage,228.92,5,7/9/2017
2236,Storage,190.86,2,9/15/2015
2237,Art,24.32,8,9/15/2015
2239,Furnishings,44.4,2,4/20/2017
2284,Phones,23.92,2,3/5/2015
2285,Appliances,60.69,7,3/5/2015
2301,Binders,12.72,3,11/14/2014
2302,Binders,11.52,4,11/14/2014
2306,Bookcases,141.372,2,12/23/2016
2307,Paper,27.216,3,8/6/2015
2314,Labels,14.62,2,7/20/2017
2315,Appliances,416.32,2,7/20/2017
2316,Binders,43.0,5,7/20/2017
2317,Chairs,182.94,3,7/20/2017
2318,Binders,60.83,7,7/20/2017
2319,Accessories,389.97,3,7/20/2017
2333,Paper,277.4,5,3/21/2017
2334,Paper,5.78,1,3/21/2017
2344,Storage,123.552,3,7/26/2014
2345,Appliances,490.32,9,2/22/2016
2346,Paper,70.08,5,3/13/2016
2347,Binders,1.272,2,3/13/2016
2348,Tables,557.585,5,3/13/2016
2372,Furnishings,60.288,8,7/7/2016
2373,Fasteners,2.632,1,7/7/2016
2374,Paper,23.688,9,7/7/2016
2375,Chairs,253.372,2,7/7/2016
2402,Storage,94.2,6,4/1/2017
2403,Envelopes,28.4,5,4/1/2017
2404,Bookcases,956.6648,7,9/27/2016
2415,Chairs,754.45,5,12/29/2016
2422,Storage,230.376,3,4/18/2016
2423,Paper,9.664,2,4/18/2016
2428,Binders,1.344,4,6/11/2016
2429,Binders,8.272,4,6/11/2016
2430,Furnishings,12.544,7,6/11/2016
2434,Phones,54.368,4,5/28/2017
2480,Supplies,11.184,1,6/19/2017
2481,Storage,153.584,2,6/19/2017
2494,Tables,300.93,5,9/10/2016
2495,Phones,719.96,5,9/10/2016
2496,Chairs,647.84,8,6/16/2014
2501,Paper,12.224,2,6/17/2017
2502,Binders,2.304,4,6/17/2017
2503,Binders,9.36,4,6/17/2017
2508,Appliances,32.784,4,7/2/2015
2511,Storage,1117.92,4,11/18/2016
2514,Accessories,95.968,4,11/11/2016
2515,Chairs,47.992,2,11/11/2016
2517,Envelopes,604.656,9,11/15/2014
2519,Labels,20.16,7,10/15/2016
2520,Labels,29.46,6,10/15/2016
2521,Appliances,868.59,3,10/15/2016
2522,Paper,12.96,2,10/15/2016
2523,Phones,5.5,1,10/15/2016
2524,Binders,121.6,4,10/15/2016
2525,Art,42.048,9,4/6/2015
2526,Accessories,25.488,2,4/6/2015
2527,Binders,6.9,3,4/6/2015
2528,Binders,9.648,6,4/6/2015
2529,Paper,7.968,2,4/6/2015
2557,Furnishings,51.712,8,10/8/2016
2572,Art,2.912,2,7/16/2017
2573,Accessories,1399.944,7,8/12/2016
2574,Furnishings,526.45,5,7/9/2017
2586,Envelopes,6.608,2,11/3/2015
2591,Furnishings,14.136,2,9/8/2016
2592,Tables,601.47,3,9/8/2016
2595,Envelopes,180.96,2,5/13/2017
2596,Binders,914.97,3,5/13/2017
2597,Phones,587.97,3,5/13/2017
2598,Storage,530.34,2,5/13/2017
2599,Paper,14.94,3,5/13/2017
2608,Accessories,24.672,3,11/25/2014
2609,Labels,2.52,1,11/25/2014
2610,Tables,1218.735,5,11/25/2014
2611,Labels,5.904,2,11/25/2014
2612,Paper,15.696,3,11/25/2014
2613,Furnishings,6.096,3,11/25/2014
2623,Paper,25.92,4,12/3/2014
2631,Paper,14.94,3,9/10/2015
2643,Paper,186.048,6,12/29/2016
2646,Furnishings,57.69,3,9/7/2014
2647,Binders,42.81,3,9/7/2014
2648,Paper,12.96,2,9/7/2014
2649,Furnishings,821.88,6,9/7/2014
2650,Phones,104.85,3,9/7/2014
2663,Binders,8.76,2,4/14/2017
2667,Accessories,79.512,3,10/1/2016
2668,Paper,28.352,1,10/1/2016
2680,Binders,14.4,5,1/21/2017
2681,Accessories,619.95,5,1/21/2017
2682,Binders,89.52,4,1/21/2017
2683,Machines,350.973,3,1/21/2017
2684,Phones,164.99,1,1/21/2017
2688,Binders,3.98,5,8/4/2016
2690,Art,5.248,4,6/30/2014
2720,Furnishings,23.976,3,12/6/2014
2748,Accessories,27.168,4,11/22/2015
2769,Appliances,32.192,2,4/2/2015
2770,Accessories,50.12,7,4/2/2015
2771,Accessories,47.976,3,4/2/2015
2772,Storage,54.5,5,9/3/2016
2774,Binders,49.44,3,11/22/2016
2782,Art,22.0,10,11/20/2017
2783,Phones,257.98,2,11/11/2016
2788,Furnishings,58.36,5,12/2/2014
2789,Art,16.464,7,12/2/2014
2790,Furnishings,39.96,5,12/2/2014
2791,Appliances,25.96,2,9/21/2014
2792,Appliances,36.27,3,9/21/2014
2793,Paper,6.48,1,9/21/2014
2806,Chairs,47.516,2,9/7/2015
2811,Paper,179.82,9,11/16/2015
2812,Furnishings,185.58,6,11/16/2015
2813,Tables,214.11,3,11/16/2015
2814,Accessories,999.96,4,11/16/2015
2815,Tables,653.55,3,11/16/2015
2823,Art,8.928,2,9/18/2017
2824,Storage,47.584,2,9/18/2017
2825,Paper,33.792,8,9/25/2014
2826,Bookcases,,2,9/25/2014
2827,Binders,2.724,2,9/25/2014
2828,Envelopes,3.264,2,9/25/2014
2843,Storage,143.728,2,3/23/2017
2845,Chairs,845.488,8,12/27/2016
2847,Binders,762.594,3,9/10/2017
2852,Paper,28.16,4,12/17/2017
2856,Labels,20.23,7,7/25/2017
2883,Binders,8.85,5,2/21/2014
2899,Chairs,408.422,2,4/26/2015
2903,Paper,23.12,5,6/12/2016
2904,Paper,37.464,7,6/27/2016
2905,Chairs,539.658,3,6/27/2016
2907,Paper,8.56,2,11/3/2017
2908,Storage,52.4,5,11/3/2017
2909,Labels,14.94,3,11/3/2017
2915,Phones,135.72,3,10/12/2015
2916,Binders,12.56,2,10/12/2015
2917,Phones,263.96,4,10/12/2015
2918,Art,5.952,1,8/27/2017
2923,Binders,3.882,3,11/30/2015
2924,Fasteners,6.08,1,6/28/2014
2928,Art,8.64,3,6/4/2017
2930,Furnishings,19.76,4,11/18/2017
2941,Chairs,90.99,1,3/25/2017
2942,Chairs,1526.56,7,3/25/2017
2943,Chairs,368.97,3,3/25/2017
2967,Furnishings,32.952,6,12/27/2014
2968,Storage,30.016,4,12/27/2014
2974,Binders,10.8,5,12/16/2017
2975,Tables,244.006,2,5/7/2015
2976,Paper,15.936,4,5/7/2015
2994,Binders,895.92,4,3/11/2017
3003,Binders,19.0,5,7/5/2015
3006,Binders,91.68,3,5/17/2014
3017,Storage,727.296,8,8/23/2016
3018,Furnishings,22.608,3,8/23/2016
3019,Accessories,666.4,7,8/23/2016
3024,Bookcases,327.7328,2,11/17/2017
3031,Bookcases,194.32,4,9/21/2015
3032,Art,25.99,1,9/21/2015
3046,Art,13.9,5,11/6/2017
3047,Paper,26.38,1,11/6/2017
3054,Phones,517.9,2,4/9/2016
3055,Binders,5.28,2,4/9/2016
3056,Copiers,2799.96,5,8/28/2015
3062,Paper,26.88,8,3/3/2017
3076,Storage,342.864,3,7/20/2014
3077,Furnishings,16.74,5,7/20/2014
3078,Chairs,981.372,2,7/20/2014
3085,Binders,252.784,4,2/9/2017
3086,Accessories,127.984,2,2/9/2017
