row_id,sub_category,sales,quantity,order_date
374,Accessories,1023.936,8,7/23/2014
375,Art,9.24,1,7/23/2014
376,Accessories,479.04,10,7/23/2014
382,Paper,50.96,7,10/28/2016
383,Binders,49.536,3,10/28/2016
392,Phones,246.384,2,9/21/2014
393,Copiers,1799.97,3,9/21/2014
395,Binders,75.792,3,6/30/2017
406,Accessories,179.95,5,12/8/2017
407,Copiers,1199.976,3,12/8/2017
408,Paper,27.15,5,12/8/2017
409,Tables,1004.024,7,12/8/2017
410,Paper,9.68,1,12/8/2017
411,Labels,28.35,9,12/8/2017
412,Paper,55.98,1,12/8/2017
413,Bookcases,1336.829,13,12/8/2017
414,Chairs,113.568,2,12/8/2017
415,Paper,139.86,7,11/3/2017
416,Chairs,,4,11/3/2017
417,Art,95.92,8,6/24/2017
418,Chairs,383.8,5,4/14/2016
420,Art,9.32,4,3/4/2017
421,Envelopes,15.25,1,3/4/2017
422,Accessories,196.752,6,6/22/2014
457,Chairs,129.568,2,2/12/2014
460,Appliances,103.92,4,12/15/2015
461,Accessories,899.91,9,12/15/2015
462,Binders,51.312,3,12/15/2015
463,Furnishings,23.56,5,4/22/2016
464,Tables,1272.63,6,4/22/2016
465,Binders,28.485,5,4/22/2016
466,Supplies,185.376,2,4/22/2016
467,Appliances,78.272,2,4/22/2016
472,Storage,340.92,3,11/9/2014
473,Bookcases,222.666,2,11/9/2014
474,Phones,703.968,4,11/9/2014
475,Storage,92.52,6,11/9/2014
476,Paper,62.65,7,11/9/2014
477,Paper,94.85,5,11/9/2014
478,Phones,95.76,6,7/12/2016
482,Accessories,9.09,3,10/6/2014
485,Labels,29.6,2,6/10/2017
486,Bookcases,514.165,5,6/10/2017
487,Phones,279.96,5,6/10/2017
494,Accessories,93.98,2,5/9/2016
497,Binders,119.616,8,7/25/2016
498,Furnishings,255.76,4,7/25/2016
499,Chairs,241.568,2,7/25/2016
500,Furnishings,69.3,9,7/25/2016
501,Binders,22.62,2,5/30/2016
502,Binders,14.952,2,5/30/2016
503,Chairs,801.568,2,5/30/2016
504,Binders,2.376,3,5/30/2016
505,Paper,32.792,1,5/30/2016
514,Art,6.63,3,12/21/2017
515,Art,5.88,2,12/21/2017
516,Copiers,2999.95,5,1/22/2017
517,Storage,51.45,3,1/22/2017
518,Paper,11.96,2,1/22/2017
519,Storage,1126.02,3,1/22/2017
524,Phones,55.176,3,5/21/2016
525,Accessories,66.26,2,5/21/2016
532,Chairs,190.72,1,11/7/2015
533,Furnishings,47.94,3,9/7/2017
536,Storage,16.768,2,7/10/2016
542,Phones,380.864,8,7/14/2016
552,Chairs,1121.568,2,4/15/2016
555,Storage,1295.78,2,6/29/2017
557,Labels,20.7,2,6/10/2016
558,Tables,1335.68,4,6/10/2016
559,Paper,32.4,5,6/10/2016
560,Furnishings,42.6,3,11/20/2017
561,Binders,84.056,7,11/20/2017
564,Fasteners,3.96,2,12/7/2015
565,Labels,2.61,1,12/7/2015
566,Phones,374.376,3,12/7/2017
567,Paper,91.84,8,10/1/2017
568,Binders,81.088,7,10/1/2017
569,Paper,19.44,3,10/1/2017
570,Chairs,451.152,3,10/1/2017
575,Art,8.82,3,11/3/2016
576,Paper,160.72,14,9/18/2015
577,Paper,19.92,4,9/18/2015
578,Supplies,7.3,2,9/18/2015
581,Supplies,51.52,4,9/10/2015
582,Phones,470.376,3,12/1/2017
583,Phones,105.584,2,12/1/2017
584,Appliances,31.152,3,12/1/2017
585,Binders,6.783,7,12/1/2017
586,Phones,406.368,4,12/1/2017
589,Phones,84.784,2,3/20/2016
590,Paper,20.736,4,3/20/2016
591,Binders,16.821,3,3/20/2016
592,Paper,10.368,2,3/20/2016
595,Appliances,76.12,2,8/8/2014
596,Copiers,1199.976,3,8/8/2014
597,Phones,445.96,5,8/8/2014
598,Furnishings,327.76,8,8/8/2014
628,Appliances,97.16,2,5/19/2017
629,Binders,15.24,5,12/17/2017
630,Paper,13.23,3,12/17/2017
631,Storage,243.384,3,12/11/2016
632,Accessories,119.8,5,12/11/2016
633,Phones,300.768,4,12/11/2016
637,Binders,18.882,3,8/15/2016
638,Appliances,122.328,3,8/15/2016
639,Furnishings,1049.2,5,5/20/2016
640,Binders,15.424,4,5/20/2016
642,Storage,330.4,2,7/30/2017
643,Labels,26.25,7,7/30/2017
647,Fasteners,31.56,5,4/1/2016
648,Appliances,30.144,2,4/1/2016
649,Furnishings,14.8,4,12/11/2016
650,Phones,302.376,3,12/11/2016
651,Accessories,316.0,4,12/11/2016
693,Accessories,166.24,1,3/28/2015
694,Paper,33.4,5,3/28/2015
703,Furnishings,209.88,3,11/4/2016
704,Tables,369.912,3,4/9/2015
716,Binders,19.92,5,7/1/2014
719,Binders,59.808,3,6/2/2014
720,Furnishings,73.32,6,6/2/2014
721,Paper,146.82,3,2/13/2016
733,Storage,242.94,3,1/21/2017
734,Accessories,179.97,3,1/21/2017
735,Binders,-44.67,6,1/21/2017
736,Binders,27.936,4,1/21/2017
737,Bookcases,84.98,1,1/21/2017
738,Binders,18.72,5,1/21/2017
739,Accessories,49.98,2,9/8/2014
747,Tables,567.12,10,5/27/2014
748,Storage,359.32,4,5/27/2014
754,Copiers,1199.976,3,4/7/2016
755,Furnishings,79.92,4,12/7/2015
761,Paper,58.32,9,8/31/2015
778,Chairs,544.008,3,8/21/2015
779,Paper,59.94,3,8/21/2015
780,Paper,23.92,4,8/21/2015
781,Paper,4.28,1,8/21/2015
787,Binders,17.456,2,3/17/2017
788,Chairs,348.928,2,12/12/2015
794,Labels,9.96,2,9/20/2014
795,Paper,21.72,4,9/20/2014
800,Chairs,283.92,5,11/27/2015
801,Furnishings,22.23,1,2/20/2017
802,Phones,215.968,2,2/20/2017
805,Furnishings,18.28,2,4/22/2017
806,Art,43.176,3,11/1/2014
807,Phones,1983.968,4,11/1/2014
810,Art,11.52,4,10/13/2014
811,Tables,1298.55,5,10/13/2014
812,Appliances,213.92,4,10/13/2014
813,Accessories,25.78,2,10/13/2014
814,Furnishings,18.28,2,5/14/2017
815,Accessories,1399.93,7,5/14/2017
825,Accessories,67.8,4,5/9/2014
826,Accessories,167.97,3,5/9/2014
843,Binders,37.44,4,11/7/2016
844,Binders,26.976,4,11/7/2016
845,Supplies,11.36,2,11/7/2016
846,Labels,14.62,2,11/7/2016
851,Art,5.16,2,6/20/2016
852,Paper,38.88,6,6/20/2016
861,Supplies,7.36,2,6/9/2014
862,Art,23.1,2,6/9/2014
883,Art,13.48,4,12/23/2017
886,Binders,13.944,3,4/25/2015
887,Storage,83.76,12,6/26/2017
889,Paper,34.68,6,12/9/2014
895,Storage,155.82,7,11/10/2016
896,Binders,70.008,3,11/10/2016
904,Paper,20.04,3,4/8/2016
905,Storage,64.96,2,4/8/2016
906,Paper,12.96,2,4/8/2016
938,Accessories,159.99,1,11/5/2017
939,Paper,12.96,2,12/13/2015
940,Appliances,134.48,4,12/13/2015
941,Paper,17.12,2,6/19/2016
942,Binders,6.096,2,12/13/2016
943,Tables,1114.272,4,12/13/2016
944,Paper,32.4,5,5/29/2015
945,Storage,540.57,3,5/29/2015
946,Binders,167.76,5,5/29/2015
947,Tables,393.165,3,7/26/2015
957,Phones,29.592,1,5/15/2017
958,Binders,4.752,2,5/15/2017
959,Paper,15.552,3,5/15/2017
960,Furnishings,204.6,2,9/22/2015
961,Chairs,321.568,2,11/14/2017
963,Envelopes,21.88,2,9/1/2016
977,Binders,1.08,2,7/9/2017
982,Art,3.392,1,11/11/2014
983,Phones,559.984,2,11/11/2014
984,Chairs,603.92,5,11/11/2014
993,Fasteners,10.23,3,8/26/2016
994,Paper,154.9,5,8/26/2016
1001,Art,44.02,2,11/13/2016
1005,Storage,484.65,3,8/27/2015
1007,Envelopes,7.08,3,11/6/2015
1008,Binders,4.401,3,11/6/2015
1011,Furnishings,151.72,4,11/24/2014
1012,Furnishings,155.25,3,6/17/2017
1013,Storage,14.03,1,6/17/2017
1014,Tables,1618.37,13,12/21/2015
1015,Accessories,99.6,1,12/21/2015
1016,Paper,32.4,5,9/17/2015
1025,Binders,11.808,2,12/17/2017
1038,Binders,36.624,3,6/13/2015
1049,Phones,1113.504,12,5/27/2014
1050,Accessories,99.99,1,5/27/2014
1058,Binders,19.936,4,12/10/2017
1059,Binders,65.568,2,12/10/2017
1068,Chairs,194.848,4,10/1/2016
1071,Art,19.46,7,11/20/2015
1072,Paper,29.472,3,4/28/2016
1074,Binders,6.27,5,11/12/2016
1075,Binders,4.368,7,11/12/2016
1076,Accessories,31.984,2,11/12/2016
1078,Appliances,119.96,2,9/23/2017
1079,Storage,31.44,3,9/23/2017
1080,Binders,6.88,1,9/23/2017
1088,Phones,71.976,3,8/15/2016
1089,Labels,3.15,1,8/15/2016
1092,Art,120.15,9,12/6/2015
1093,Phones,219.184,2,12/6/2015
1098,Tables,447.84,5,6/25/2014
1099,Art,7.04,4,6/14/2016
1100,Furnishings,8.73,3,6/14/2016
1101,Accessories,29.29,1,6/14/2016
1102,Art,8.64,3,6/14/2016
1105,Paper,22.92,3,10/21/2016
1114,Binders,46.672,2,12/18/2017
1115,Bookcases,119.833,1,12/18/2017
1116,Accessories,119.98,2,12/18/2017
1117,Labels,6.3,2,7/22/2016
1133,Paper,19.44,3,12/6/2016
1142,Furnishings,204.6,2,9/29/2014
1143,Fasteners,8.72,4,9/29/2014
1144,Paper,6.48,1,9/29/2014
1145,Machines,686.32,2,9/29/2014
1146,Storage,62.18,1,9/29/2014
1153,Art,3.64,2,12/31/2016
1154,Binders,159.768,7,12/31/2016
1159,Chairs,195.184,1,7/2/2016
1162,Art,53.94,3,9/1/2014
1167,Accessories,447.93,9,11/2/2015
1173,Binders,16.52,5,4/21/2014
1177,Labels,11.56,4,12/27/2014
1185,Binders,12.096,7,11/24/2014
1186,Storage,485.88,6,11/24/2014
1187,Paper,25.92,4,11/24/2014
1188,Storage,197.58,2,11/24/2014
1189,Appliances,81.92,4,2/26/2017
1190,Phones,889.536,8,2/26/2017
1191,Chairs,892.224,3,2/26/2017
1192,Paper,223.92,4,2/26/2017
1193,Paper,23.12,4,2/26/2017
1201,Chairs,544.008,3,7/18/2016
1202,Binders,1.872,3,7/18/2016
1203,Chairs,854.352,3,7/18/2016
1204,Storage,593.568,2,7/18/2016
1205,Storage,338.04,3,7/18/2016
1221,Storage,249.75,9,7/12/2014
1222,Phones,255.936,8,7/12/2014
1229,Envelopes,15.28,2,11/6/2017
1230,Furnishings,8.73,1,11/6/2017
1231,Art,5.68,2,11/6/2017
1239,Furnishings,12.35,1,8/11/2014
1240,Art,40.97,1,8/11/2014
1241,Fasteners,22.96,2,8/11/2014
1246,Tables,764.688,6,12/12/2014
1247,Tables,3610.848,12,12/12/2014
1248,Bookcases,254.9745,3,12/12/2014
1266,Art,6.57,3,9/2/2017
1267,Storage,142.86,1,12/24/2014
1268,Chairs,292.272,6,12/24/2014
1269,Furnishings,29.328,3,9/23/2017
1291,Binders,13.216,4,11/10/2016
1292,Paper,32.4,5,11/10/2016
1293,Supplies,32.94,3,8/27/2015
1294,Paper,114.2,5,8/27/2015
1295,Labels,3.08,1,8/27/2015
1296,Appliances,845.728,13,5/25/2015
1297,Binders,13.904,2,12/30/2017
1298,Binders,20.72,2,12/30/2017
1300,Storage,26.96,2,10/4/2015
1307,Paper,46.76,7,6/20/2016
1308,Binders,17.712,3,6/20/2016
1309,Appliances,21.78,2,6/20/2016
1310,Storage,161.94,3,6/20/2016
1311,Chairs,161.568,2,6/20/2016
1315,Paper,38.88,6,12/18/2016
1316,Furnishings,183.84,8,12/18/2016
1317,Supplies,579.3,5,12/18/2016
1329,Art,87.92,4,10/15/2017
1330,Furnishings,37.05,3,5/23/2016
1335,Binders,140.736,8,5/6/2014
1337,Furnishings,25.11,3,4/2/2017
1353,Phones,183.96,5,5/4/2017
1354,Paper,17.61,3,5/4/2017
1355,Tables,300.904,1,5/4/2017
1360,Chairs,145.568,2,9/26/2014
1364,Binders,38.388,14,11/10/2017
1365,Machines,95.994,2,11/10/2017
1366,Accessories,239.952,6,11/10/2017
1367,Phones,201.584,2,11/10/2017
1368,Chairs,899.136,4,11/10/2017
1369,Furnishings,145.9,5,7/8/2017
1370,Bookcases,590.058,7,12/24/2015
1371,Art,14.04,3,12/24/2015
1373,Labels,29.6,2,4/1/2014
1374,Binders,17.088,4,4/1/2014
1375,Tables,912.75,5,9/14/2015
1376,Appliances,1089.75,3,8/4/2014
1377,Paper,447.84,8,8/4/2014
1378,Art,16.4,5,8/4/2014
1379,Phones,399.96,5,8/4/2014
1380,Storage,158.9,5,8/4/2014
1381,Binders,13.184,1,8/4/2014
1410,Tables,393.165,3,9/25/2016
1415,Accessories,239.97,3,1/28/2017
1416,Furnishings,37.74,3,1/28/2017
1420,Paper,86.272,4,9/26/2015
1421,Binders,72.588,2,9/26/2015
1422,Appliances,60.672,2,9/26/2015
1423,Binders,77.031,9,9/26/2015
1424,Storage,119.904,6,9/26/2015
1425,Phones,263.96,5,9/26/2015
1426,Storage,363.648,4,9/26/2015
1427,Binders,9.728,2,10/31/2015
1428,Envelopes,14.75,5,10/31/2015
1429,Binders,29.8,5,10/31/2015
1430,Labels,427.42,14,10/31/2015
1435,Paper,33.9,5,12/26/2016
1442,Binders,36.672,2,12/19/2017
1444,Storage,139.424,4,10/1/2015
1450,Phones,88.752,3,5/1/2015
1451,Binders,2.025,1,7/19/2015
1461,Binders,55.424,2,12/1/2015
1466,Furnishings,121.376,4,8/8/2014
1467,Accessories,95.976,3,8/8/2014
1473,Labels,8.67,3,7/11/2017
1479,Phones,31.968,4,11/19/2017
1480,Paper,25.92,4,12/2/2016
1481,Paper,40.46,7,12/2/2016
1482,Storage,33.87,3,12/2/2016
1485,Accessories,177.0,3,10/14/2016
1487,Phones,1212.848,7,11/3/2015
1488,Accessories,89.97,3,11/3/2015
1489,Furnishings,42.6,3,11/3/2015
1494,Furnishings,9.64,2,10/30/2017
1499,Binders,18.16,5,10/17/2016
1503,Phones,33.52,2,11/24/2016
1504,Furnishings,9.94,2,11/24/2016
1505,Art,6.72,4,8/1/2015
1506,Tables,1004.976,6,8/1/2015
1510,Furnishings,8.36,2,9/12/2017
1511,Art,385.6,8,6/24/2017
1512,Art,35.82,9,6/24/2017
1517,Tables,1669.6,4,12/10/2017
1518,Binders,83.84,2,2/3/2014
1519,Binders,13.272,3,2/3/2014
1520,Binders,21.336,7,2/11/2017
1522,Furnishings,206.112,6,12/6/2015
1523,Paper,19.92,5,12/6/2015
1524,Paper,198.272,8,12/6/2015
1525,Storage,247.104,6,12/6/2015
1526,Art,86.304,6,12/6/2015
1532,Storage,10.744,1,8/31/2017
1533,Fasteners,8.376,3,8/31/2017
1535,Bookcases,203.983,2,2/10/2017
1544,Binders,,3,2/4/2014
1545,Paper,34.24,4,2/4/2014
1552,Paper,111.96,2,6/17/2016
1555,Art,5.28,3,2/6/2015
1559,Tables,171.96,2,3/16/2015
1560,Binders,35.352,9,4/9/2016
1561,Labels,18.9,6,4/4/2014
1562,Art,2.78,1,9/5/2017
1566,Phones,453.576,3,3/19/2015
1569,Paper,122.97,3,6/11/2017
1571,Chairs,603.92,5,11/23/2014
1572,Envelopes,21.84,3,11/23/2014
1573,Accessories,29.99,1,11/23/2014
1574,Chairs,381.44,2,11/23/2014
1593,Phones,201.568,4,6/23/2015
1594,Paper,13.44,3,10/19/2014
1605,Phones,39.96,5,4/19/2016
1606,Art,5.46,3,4/19/2016
1607,Art,73.2,5,4/19/2016
1608,Binders,5.84,1,4/19/2016
1609,Paper,22.72,4,4/19/2016
1610,Binders,9.336,3,4/19/2016
1611,Bookcases,290.666,2,5/26/2014
1612,Phones,201.584,2,5/26/2014
1613,Phones,83.984,2,5/26/2014
1614,Storage,1000.02,7,12/21/2017
1621,Furnishings,198.46,2,7/8/2017
1622,Labels,786.48,8,7/8/2017
1623,Binders,23.168,2,7/8/2017
1624,Accessories,50.0,2,7/8/2017
1625,Phones,675.96,5,12/19/2015
1626,Accessories,1265.85,3,12/19/2015
1636,Paper,15.552,3,11/26/2014
1637,Storage,669.08,5,11/26/2014
1638,Phones,438.336,4,11/26/2014
1644,Storage,1247.64,3,3/19/2015
1645,Copiers,3149.93,7,3/19/2015
1646,Paper,209.7,2,3/19/2015
1651,Paper,109.92,2,8/29/2014
1652,Paper,13.36,2,8/29/2014
1653,Storage,169.68,6,11/18/2017
1654,Accessories,132.52,4,11/18/2017
1655,Fasteners,2.96,2,11/18/2017
1656,Binders,8.448,2,11/18/2017
1657,Storage,95.94,3,11/18/2017
1659,Phones,160.776,3,1/20/2017
1660,Binders,88.752,3,10/30/2017
1661,Binders,13.904,2,10/30/2017
1672,Accessories,58.58,2,3/22/2016
1677,Storage,104.28,3,5/18/2016
1678,Paper,17.94,3,5/18/2016
1683,Paper,18.97,1,9/29/2016
1684,Furnishings,14.82,3,11/7/2016
1698,Appliances,106.96,2,12/27/2015
1699,Labels,21.56,7,12/27/2015
1700,Tables,515.88,6,6/3/2014
1704,Fasteners,12.35,5,2/2/2014
1705,Binders,9.702,3,3/8/2016
1707,Labels,43.86,6,10/30/2017
1708,Phones,148.48,2,10/30/2017
1709,Paper,7.42,2,10/30/2017
1710,Chairs,71.992,1,10/30/2017
1711,Art,19.9,5,10/30/2017
1712,Appliances,1702.12,14,10/30/2017
1715,Bookcases,307.666,2,10/7/2017
1738,Storage,31.44,3,9/3/2015
1739,Accessories,17.9,2,9/3/2015
1740,Accessories,129.45,5,9/3/2015
1741,Labels,20.88,8,8/9/2014
1752,Furnishings,9.46,2,10/14/2017
1753,Storage,559.62,9,12/2/2017
1754,Paper,109.92,2,12/2/2017
1755,Paper,8.56,2,12/2/2017
1761,Bookcases,411.332,4,9/5/2015
1762,Binders,28.752,6,9/5/2015
1763,Bookcases,293.199,3,9/5/2015
1778,Paper,368.91,9,11/24/2015
1779,Art,14.7,5,11/24/2015
1799,Furnishings,215.65,5,7/7/2016
1802,Furnishings,4.18,1,11/13/2016
1806,Phones,2575.944,7,12/25/2016
1807,Paper,45.36,7,12/25/2016
1808,Accessories,254.24,7,12/25/2016
1815,Tables,170.136,3,9/14/2015
1816,Labels,7.38,2,6/4/2015
1817,Art,9.26,2,6/4/2015
1818,Labels,9.96,2,12/13/2015
1825,Binders,31.32,10,12/22/2016
1826,Furnishings,11.84,4,12/22/2016
1827,Furnishings,22.784,1,12/22/2016
1845,Accessories,90.57,3,7/29/2017
1848,Chairs,362.352,3,9/10/2017
1849,Binders,7.184,2,9/10/2017
1856,Art,14.52,3,6/13/2014
1864,Tables,727.45,5,10/13/2016
1865,Furnishings,24.96,3,10/13/2016
1867,Furnishings,196.45,5,4/15/2017
1870,Paper,6.48,1,8/26/2016
1871,Art,99.2,5,7/21/2014
1872,Chairs,801.568,2,7/21/2014
1873,Tables,272.848,1,7/21/2014
1874,Tables,70.98,1,11/21/2017
1878,Chairs,393.568,4,12/29/2017
1879,Phones,302.376,3,12/29/2017
1886,Furnishings,31.56,3,4/22/2016
1891,Paper,10.56,2,3/14/2014
1892,Art,3.38,1,3/14/2014
1894,Paper,24.784,1,11/24/2016
1896,Binders,487.984,2,12/31/2015
1903,Paper,5.184,1,10/21/2017
1904,Chairs,478.48,2,10/21/2017
1905,Accessories,28.4,2,10/21/2017
1909,Furnishings,136.92,4,2/3/2015
1911,Accessories,99.39,3,11/15/2016
1925,Paper,92.94,3,12/5/2017
1926,Accessories,199.98,2,3/9/2017
1927,Phones,177.48,3,6/9/2016
1928,Paper,88.768,2,11/28/2017
1929,Paper,6.48,1,3/16/2017
1930,Storage,46.51,1,3/16/2017
1931,Phones,659.976,3,3/16/2017
1932,Phones,271.992,1,11/27/2016
1935,Paper,244.55,5,11/27/2017
1936,Accessories,166.16,8,11/27/2017
1937,Furnishings,14.73,3,5/25/2015
1938,Binders,19.968,2,7/8/2016
1939,Storage,33.488,7,7/8/2016
1940,Binders,8.736,4,7/8/2016
1941,Chairs,662.88,3,7/8/2016
1979,Art,5.248,2,5/8/2015
1980,Chairs,933.536,4,4/14/2016
1981,Storage,42.976,4,4/14/2016
1984,Appliances,320.88,6,11/25/2014
1985,Furnishings,23.88,3,11/25/2014
1986,Paper,26.76,4,11/25/2014
1993,Labels,71.04,6,6/25/2017
1994,Art,5.344,2,6/25/2017
1995,Fasteners,11.304,3,6/25/2017
2001,Accessories,199.95,5,4/11/2017
2002,Art,41.86,7,4/11/2017
2017,Binders,17.568,2,3/19/2015
2018,Labels,14.62,2,3/19/2015
2019,Supplies,33.36,4,3/19/2015
2020,Paper,40.14,6,3/19/2015
2025,Binders,239.12,5,8/20/2017
2026,Bookcases,141.96,2,3/13/2015
2027,Binders,33.024,2,9/8/2016
2028,Binders,67.136,4,9/8/2016
2037,Paper,29.04,3,1/23/2015
2038,Labels,14.62,2,1/23/2015
2039,Paper,11.952,3,6/18/2015
2040,Binders,4.536,7,6/18/2015
2041,Binders,9.156,2,6/18/2015
2042,Furnishings,75.36,5,6/18/2015
2043,Binders,57.504,6,10/2/2015
2060,Fasteners,11.34,3,10/31/2014
2061,Storage,80.3,5,10/31/2014
2062,Binders,15.968,2,10/31/2014
2063,Paper,64.74,13,10/31/2014
2064,Binders,19.296,3,10/31/2014
2065,Storage,405.64,4,10/31/2014
2066,Chairs,146.352,3,10/31/2014
2067,Accessories,251.91,9,10/31/2014
2068,Art,12.39,3,10/31/2014
2069,Accessories,199.96,4,4/13/2015
2070,Tables,710.832,3,4/13/2015
2072,Chairs,283.92,5,11/20/2017
2073,Binders,7.312,2,11/26/2016
2074,Accessories,59.97,3,11/7/2017
2075,Phones,761.544,7,11/7/2017
2076,Furnishings,58.2,3,12/1/2014
2080,Paper,106.232,7,12/24/2015
2081,Phones,111.984,2,12/24/2015
2082,Furnishings,7.712,2,12/24/2015
2083,Paper,37.44,6,2/23/2017
2090,Labels,5.76,2,10/26/2015
2094,Supplies,12.88,1,4/13/2015
2099,Storage,37.68,3,9/7/2017
2100,Accessories,279.944,7,9/7/2017
2101,Storage,636.408,3,3/10/2014
2102,Art,83.168,4,3/10/2014
2103,Chairs,259.136,4,7/18/2014
2108,Paper,19.98,1,10/31/2015
2109,Binders,398.352,3,10/31/2015
2110,Art,5.04,3,10/31/2015
2111,Fasteners,17.45,5,10/31/2015
2112,Chairs,323.136,4,10/31/2015
2113,Supplies,29.7,3,10/31/2015
2114,Phones,1295.84,4,10/31/2015
2115,Storage,46.84,2,10/31/2015
2116,Bookcases,425.833,1,10/31/2015
2118,Paper,159.88,7,9/19/2016
2119,Paper,5.28,1,4/13/2017
2120,Binders,895.92,5,4/13/2017
2122,Chairs,215.976,3,11/9/2017
2149,Furnishings,43.31,1,12/12/2014
2156,Fasteners,21.48,6,7/25/2016
2162,Art,34.58,1,1/7/2016
2163,Paper,314.55,3,3/13/2017
2173,Binders,19.752,3,8/1/2014
2176,Paper,45.68,2,10/15/2016
2177,Paper,60.12,9,10/15/2016
2178,Binders,41.72,5,10/15/2016
2179,Paper,71.6,8,10/15/2016
2186,Binders,54.896,2,8/1/2017
2191,Appliances,60.81,3,6/25/2016
2192,Binders,153.552,3,12/10/2016
2193,Appliances,65.34,3,12/10/2016
2194,Paper,123.92,4,12/10/2016
2195,Appliances,35.1,3,12/10/2016
2196,Accessories,44.75,5,12/10/2016
2203,Binders,6.096,2,9/6/2015
2204,Furnishings,191.82,3,9/6/2015
2214,Binders,1.44,1,10/1/2017
2215,Binders,61.776,13,10/1/2017
2216,Appliances,241.96,2,10/1/2017
2217,Chairs,108.608,4,10/1/2017
2219,Binders,9.984,4,7/28/2017
2220,Storage,14.98,1,7/28/2017
2221,Phones,1145.6,4,7/28/2017
