transaction_id,product_category,revenue,units,date
936,Paper,15.552,3,6/20/2016
937,Appliances,447.696,2,6/20/2016
948,Furnishings,516.488,7,11/28/2017
949,Furnishings,1007.232,6,11/28/2017
950,Tables,2065.32,12,11/28/2017
951,Paper,15.552,3,11/28/2017
952,Paper,25.344,6,11/28/2017
953,Furnishings,25.472,4,4/3/2017
965,Labels,9.82,2,4/9/2017
966,Art,35.97,3,4/9/2017
967,Paper,12.96,2,4/9/2017
968,Paper,191.6,4,4/9/2017
969,Labels,8.64,3,4/9/2017
970,Storage,501.81,3,4/9/2017
971,Furnishings,127.104,6,1/16/2014
972,Phones,124.2,3,1/16/2014
973,Binders,18.588,2,1/16/2014
974,Labels,30.072,3,1/16/2014
975,Phones,160.93,7,10/5/2017
976,Binders,75.792,3,10/5/2017
981,Chairs,599.292,6,10/3/2016
989,Furnishings,520.05,5,5/21/2017
990,Art,17.97,3,5/21/2017
992,Binders,14.624,2,9/9/2016
1002,Accessories,2309.65,7,7/31/2015
1003,Tables,1090.782,7,7/31/2015
1004,Paper,19.44,3,7/31/2015
1017,Furnishings,13.96,2,7/6/2015
1018,Furnishings,155.82,3,7/6/2015
1019,Phones,124.95,5,7/6/2015
1020,Storage,601.65,5,7/6/2015
1021,Art,22.74,3,4/27/2015
1022,Chairs,1267.53,3,4/27/2015
1023,Machines,1379.92,8,4/27/2015
1024,Envelopes,6.208,2,6/16/2015
1026,Paper,15.552,3,1/11/2016
1027,Paper,63.312,3,1/11/2016
1028,Phones,15.588,2,1/11/2016
1029,Paper,177.2,5,7/11/2014
1030,Phones,197.97,3,7/11/2014
1031,Chairs,854.94,3,7/11/2014
1032,Furnishings,124.11,9,7/11/2014
1033,Labels,14.4,5,7/11/2014
1034,Paper,15.696,3,11/20/2016
1035,Binders,2.628,2,11/20/2016
1036,Binders,14.427,3,11/20/2016
1042,Accessories,31.86,2,9/6/2016
1043,Bookcases,722.352,3,9/6/2016
1051,Furnishings,168.464,2,7/3/2015
1052,Paper,6.72,2,7/3/2015
1053,Furnishings,282.888,9,7/3/2015
1054,Art,11.16,2,4/4/2015
1055,Furnishings,108.4,2,4/4/2015
1056,Binders,82.344,3,4/4/2015
1057,Binders,9.088,4,4/4/2015
1060,Fasteners,4.416,3,11/24/2016
1062,Appliances,45.216,3,4/16/2015
1063,Fasteners,10.416,7,4/16/2015
1064,Art,7.872,3,4/16/2015
1065,Phones,118.782,3,4/16/2015
1066,Fasteners,1.448,1,4/16/2015
1067,Binders,55.47,5,4/16/2015
1070,Binders,25.176,4,7/25/2015
1073,Binders,8.64,2,11/14/2017
1083,Tables,836.592,8,3/1/2016
1084,Paper,26.38,1,3/1/2016
1085,Storage,362.92,2,3/1/2016
1086,Machines,4899.93,7,3/1/2016
1094,Paper,28.9,5,12/27/2015
1095,Appliances,355.96,2,12/27/2015
1134,Storage,124.608,4,6/5/2016
1135,Labels,7.56,3,6/5/2016
1152,Furnishings,8.352,6,5/8/2015
1163,Phones,9.99,1,3/3/2014
1164,Binders,125.76,3,3/3/2014
1165,Binders,25.32,5,3/3/2014
1168,Furnishings,109.48,2,12/8/2017
1169,Storage,272.94,3,12/8/2017
1170,Paper,19.44,3,12/8/2017
1171,Storage,31.92,4,12/8/2017
1175,Binders,50.112,6,8/22/2015
1176,Supplies,27.93,3,8/29/2016
1178,Chairs,172.5,2,12/1/2016
1179,Phones,179.97,3,12/1/2016
1181,Phones,1322.93,7,6/21/2014
1182,Art,3.76,2,6/21/2014
1207,Storage,11.21,1,7/14/2016
1208,Binders,9.144,3,7/14/2016
1209,Fasteners,14.07,7,7/14/2016
1210,Art,41.86,7,7/14/2016
1211,Binders,8.544,2,7/14/2016
1212,Bookcases,579.136,4,7/14/2016
1213,Chairs,141.372,2,9/9/2017
1214,Binders,3.036,2,9/9/2017
1215,Binders,4.503,1,9/9/2017
1216,Art,4.672,1,9/9/2017
1217,Accessories,95.88,3,9/9/2017
1218,Furnishings,17.024,2,9/9/2017
1219,Accessories,258.696,3,9/9/2017
1220,Phones,1931.958,7,9/9/2017
1223,Furnishings,113.79,3,12/4/2016
1224,Accessories,78.15,1,12/4/2016
1225,Binders,1.728,1,12/4/2016
1226,Paper,40.56,4,12/4/2016
1227,Storage,182.94,3,12/4/2016
1228,Storage,193.86,2,12/4/2016
1232,Art,2.78,2,10/31/2015
1233,Envelopes,79.96,2,10/31/2015
1234,Copiers,839.988,2,5/30/2016
1242,Phones,22.0,4,8/29/2016
1243,Binders,398.352,3,2/15/2016
1244,Fasteners,8.72,4,2/15/2016
1249,Art,38.82,6,12/18/2017
1250,Chairs,1141.938,9,12/18/2017
1251,Appliances,1704.56,13,12/18/2017
1252,Art,3.2,2,12/18/2017
1254,Art,5.248,2,3/10/2017
1255,Phones,35.91,3,3/10/2017
1256,Furnishings,6.696,1,3/10/2017
1257,Furnishings,43.872,2,3/10/2017
1263,Binders,17.472,3,7/7/2017
1286,Storage,14.9,5,6/26/2016
1287,Art,15.48,3,7/4/2015
1288,Furnishings,39.88,2,11/22/2016
1289,Binders,12.192,4,11/22/2016
1290,Art,20.82,3,11/22/2016
1312,Labels,3.69,1,12/9/2016
1313,Labels,122.12,4,12/9/2016
1314,Chairs,155.372,2,9/24/2016
1318,Accessories,14.2,1,12/10/2017
1321,Binders,5.229,3,2/3/2017
1322,Storage,285.552,2,2/3/2017
1325,Storage,46.26,3,9/28/2014
1327,Furnishings,51.072,6,6/14/2015
1328,Paper,11.34,1,3/30/2016
1331,Phones,2.97,1,6/2/2017
1332,Storage,27.44,2,6/2/2017
1336,Storage,552.56,4,5/16/2016
1338,Furnishings,29.78,2,3/31/2017
1339,Phones,677.58,3,3/31/2017
1340,Paper,75.04,8,3/31/2017
1344,Art,47.82,3,5/28/2015
1345,Labels,13.05,5,5/28/2015
1361,Art,123.256,7,10/19/2017
1362,Paper,23.68,4,10/19/2017
1363,Phones,309.576,4,10/19/2017
1372,Accessories,49.08,3,3/7/2017
1397,Binders,17.216,4,11/24/2016
1398,Paper,11.56,2,11/24/2016
1399,Accessories,88.4,4,11/24/2016
1400,Paper,6.48,1,11/24/2016
1403,Tables,205.176,2,4/19/2016
1404,Paper,419.4,5,4/19/2016
1405,Supplies,10.304,1,4/6/2014
1406,Tables,154.764,3,4/6/2014
1407,Accessories,116.784,2,4/6/2014
1408,Art,75.48,2,9/2/2016
1409,Furnishings,39.98,2,9/2/2016
1412,Chairs,408.006,2,7/9/2016
1413,Furnishings,165.28,4,7/9/2016
1414,Binders,334.768,7,6/30/2014
1431,Phones,,8,11/26/2017
1436,Paper,31.104,6,6/20/2017
1437,Art,5.248,2,6/20/2017
1440,Binders,29.7,5,4/12/2017
1441,Paper,39.96,4,4/12/2017
1449,Binders,2.502,3,4/23/2014
1458,Binders,52.2,9,8/17/2015
1460,Furnishings,27.46,2,5/4/2014
1462,Tables,244.006,2,3/11/2016
1465,Fasteners,3.68,2,12/16/2016
1472,Art,6.848,2,9/24/2015
1475,Art,17.28,6,11/19/2016
1476,Binders,17.712,3,11/19/2016
1477,Labels,28.91,7,3/19/2017
1486,Fasteners,3.76,2,11/27/2014
1490,Labels,5.04,2,11/29/2014
1491,Envelopes,62.96,4,4/30/2017
1492,Paper,5.88,1,11/24/2017
1493,Chairs,977.292,6,11/24/2017
1507,Binders,17.88,3,12/24/2017
1516,Chairs,63.686,1,12/11/2017
1527,Art,4.16,2,7/22/2016
1528,Furnishings,11.648,2,7/22/2016
1529,Fasteners,26.18,7,11/7/2015
1530,Paper,7.3,2,11/7/2015
1534,Storage,212.88,6,12/4/2016
1536,Storage,40.74,3,10/29/2016
1537,Appliances,11.67,3,10/29/2016
1538,Phones,39.99,1,9/15/2017
1539,Art,16.28,2,9/15/2017
1540,Bookcases,782.94,3,9/15/2017
1541,Binders,242.48,7,9/15/2017
1542,Furnishings,8.32,5,3/11/2014
1543,Fasteners,10.464,6,3/11/2014
1546,Bookcases,1573.488,7,12/31/2014
1550,Copiers,559.992,1,7/6/2014
1556,Accessories,91.96,4,9/4/2017
1557,Envelopes,9.344,1,5/9/2016
1558,Art,79.36,5,5/9/2016
1563,Tables,1044.63,5,6/30/2017
1564,Paper,11.352,3,11/9/2015
1579,Appliances,170.88,3,2/27/2016
1580,Phones,307.98,2,8/9/2015
1581,Tables,382.806,9,8/9/2015
1582,Storage,41.96,2,8/9/2015
1583,Binders,1217.568,2,8/9/2015
1584,Furnishings,47.04,3,8/9/2015
1585,Furnishings,6.16,2,8/9/2015
1586,Phones,979.95,5,8/9/2015
1587,Paper,143.7,3,8/9/2015
1588,Fasteners,10.65,3,8/9/2015
1589,Accessories,247.8,4,8/9/2015
1596,Chairs,47.992,2,5/8/2017
1597,Furnishings,547.3,13,10/16/2017
1602,Furnishings,211.96,2,5/8/2016
1604,Art,155.94,6,11/30/2017
1615,Accessories,83.976,3,3/15/2016
1619,Storage,59.48,2,9/10/2016
1620,Paper,6.69,1,9/10/2016
1627,Appliances,523.25,5,11/16/2015
1629,Furnishings,17.92,5,6/21/2017
1630,Binders,41.256,6,6/21/2017
1631,Storage,1006.056,3,5/8/2016
1632,Paper,10.688,2,5/8/2016
1633,Paper,10.368,2,5/8/2016
1634,Storage,25.12,2,5/8/2016
1635,Accessories,58.112,2,5/8/2016
1639,Paper,19.44,3,5/26/2016
1640,Binders,9.64,2,5/26/2016
1641,Paper,12.7,2,5/26/2016
1642,Furnishings,41.37,3,5/26/2016
1647,Accessories,35.36,2,11/1/2015
1648,Fasteners,3.168,2,11/1/2015
1649,Binders,121.104,6,9/26/2015
1650,Phones,45.894,1,9/26/2015
1662,Phones,677.58,5,4/30/2017
1663,Binders,13.896,3,4/30/2017
1670,Tables,1018.104,4,1/10/2015
1679,Storage,64.784,1,9/7/2014
1680,Phones,32.382,3,9/7/2014
1681,Furnishings,42.368,2,9/7/2014
1682,Machines,399.54,4,9/7/2014
1685,Appliances,99.28,2,4/24/2017
1686,Binders,1.188,2,4/24/2017
1687,Binders,7.518,2,4/24/2017
1688,Paper,10.368,2,12/10/2017
1689,Furnishings,310.88,2,12/10/2017
1690,Tables,853.092,6,8/16/2014
1693,Furnishings,21.88,5,3/14/2016
1695,Accessories,63.96,4,9/25/2015
1696,Binders,14.46,3,9/25/2015
1697,Phones,104.98,2,9/25/2015
1701,Binders,11.808,2,7/13/2015
1702,Chairs,1931.04,9,7/13/2015
1703,Paper,9.96,2,7/13/2015
1706,Binders,11.61,2,11/22/2015
1716,Binders,7.712,2,4/30/2016
1717,Appliances,242.9,5,5/19/2016
1718,Storage,454.9,5,5/19/2016
1719,Furnishings,35.92,4,5/19/2016
1720,Furnishings,39.76,8,5/19/2016
1721,Binders,47.744,4,5/19/2016
1725,Appliances,434.352,3,12/19/2015
1726,Appliances,3.552,2,12/19/2015
1727,Appliances,88.832,4,12/19/2015
1728,Tables,1048.35,5,4/29/2017
1742,Paper,20.736,4,10/30/2017
1743,Furnishings,7.168,2,10/30/2017
1744,Storage,11.168,2,10/30/2017
1745,Accessories,442.4,7,10/30/2017
1746,Art,13.36,2,6/6/2014
1760,Art,19.536,3,1/5/2014
1774,Binders,20.86,2,4/28/2014
1775,Storage,497.61,9,4/28/2014
1776,Art,5.34,2,4/28/2014
1777,Labels,3.15,1,4/28/2014
1780,Accessories,59.97,3,11/11/2016
1781,Storage,83.36,1,11/11/2016
1782,Paper,6.58,2,7/9/2015
1783,Binders,122.94,3,7/9/2015
1791,Paper,48.94,1,9/30/2014
1796,Storage,63.84,8,8/27/2017
1797,Phones,347.97,3,8/27/2017
1798,Binders,37.008,6,8/27/2017
1803,Binders,5.607,1,9/22/2017
1804,Supplies,4663.736,7,9/22/2017
1805,Accessories,79.984,2,9/22/2017
1813,Furnishings,77.6,5,11/20/2017
1814,Furnishings,4.656,2,11/20/2017
1830,Phones,779.796,2,5/18/2014
1836,Art,21.4,5,6/21/2014
1846,Paper,40.08,6,1/12/2017
1847,Furnishings,37.68,2,1/12/2017
1859,Appliances,137.62,2,9/3/2015
1860,Phones,100.49,1,9/3/2015
1861,Bookcases,257.568,2,3/26/2017
1862,Phones,119.96,4,3/26/2017
1866,Phones,370.782,3,11/12/2017
1868,Paper,31.104,6,6/25/2015
1869,Storage,78.256,2,6/25/2015
1875,Paper,16.224,2,6/4/2014
1876,Bookcases,176.784,1,3/10/2016
1881,Envelopes,29.34,3,3/5/2015
1882,Chairs,383.607,7,3/5/2015
1883,Storage,563.4,4,3/5/2015
1884,Paper,217.056,7,11/13/2016
1889,Appliances,121.792,4,10/21/2014
1890,Tables,409.59,3,10/21/2014
1910,Furnishings,18.96,2,12/18/2017
1918,Art,11.65,5,11/8/2015
1920,Binders,895.92,5,8/17/2017
1921,Chairs,462.564,2,8/17/2017
1922,Storage,15.008,2,10/3/2015
1947,Art,23.1,2,9/2/2017
1948,Furnishings,11.54,2,9/2/2017
1949,Tables,254.526,1,9/2/2017
1950,Appliances,12.98,1,9/2/2017
1951,Binders,26.432,8,9/2/2017
1952,Phones,197.97,3,9/2/2017
1953,Labels,18.9,6,9/2/2017
1954,Chairs,1282.41,5,9/2/2017
1955,Art,4.92,3,9/2/2017
1956,Accessories,238.0,2,9/2/2017
1957,Accessories,167.97,3,9/2/2017
1958,Paper,17.12,4,9/2/2017
1967,Phones,281.97,3,12/21/2017
1968,Supplies,69.5,5,12/21/2017
1969,Paper,166.44,3,12/21/2017
1987,Copiers,1439.976,4,7/25/2016
1992,Binders,4.956,4,2/24/2017
2021,Storage,1606.23,9,9/19/2016
2022,Paper,17.04,3,9/19/2016
2023,Binders,49.53,3,9/19/2016
2024,Chairs,872.32,4,9/19/2016
2029,Binders,14.73,3,11/26/2015
2030,Storage,104.9,5,11/26/2015
2031,Binders,61.04,4,11/26/2015
2032,Paper,10.95,3,11/26/2015
2044,Art,38.864,7,11/18/2017
2046,Appliances,162.64,2,7/17/2016
2047,Phones,597.0,3,7/17/2016
2048,Paper,55.48,1,7/17/2016
2049,Furnishings,289.8,7,7/11/2015
2050,Binders,2.502,3,7/11/2015
2051,Binders,6.48,4,7/11/2015
2052,Chairs,341.488,8,7/11/2015
2053,Art,11.12,5,7/11/2015
2054,Furnishings,25.344,6,7/11/2015
2071,Binders,1.941,1,7/21/2016
2077,Paper,39.9,5,9/12/2017
2078,Appliances,90.86,7,9/12/2017
2079,Paper,94.85,5,9/12/2017
2085,Labels,122.12,4,6/23/2016
2086,Labels,18.45,5,6/23/2016
2087,Storage,324.9,5,6/23/2016
2088,Paper,146.73,3,6/23/2016
2089,Fasteners,3.96,2,6/23/2016
2091,Binders,26.55,3,7/15/2017
2092,Tables,310.443,3,7/15/2017
2104,Paper,221.92,4,3/24/2017
2105,Accessories,26.0,2,3/24/2017
2117,Tables,209.67,1,10/12/2015
2125,Envelopes,104.68,5,12/1/2017
2126,Phones,62.958,7,12/1/2017
2127,Accessories,86.376,3,6/23/2014
2128,Furnishings,64.944,3,10/4/2015
2129,Paper,20.736,4,10/4/2015
2130,Appliances,33.28,4,5/20/2014
2131,Art,38.52,9,5/20/2014
2132,Furnishings,139.86,7,5/20/2014
2133,Paper,19.65,3,11/20/2015
2134,Binders,152.991,3,11/30/2015
2135,Fasteners,10.584,7,11/30/2015
2136,Phones,94.92,4,11/30/2015
2139,Paper,146.82,3,11/16/2017
2140,Binders,149.544,9,6/6/2014
2141,Supplies,17.14,2,6/6/2014
2142,Tables,991.764,3,6/6/2014
2143,Paper,30.48,6,9/1/2016
2144,Phones,23.988,2,9/1/2016
2145,Fasteners,16.688,7,9/1/2016
2146,Chairs,422.058,3,6/25/2016
2147,Binders,38.088,4,6/25/2016
2148,Storage,254.352,6,6/25/2016
2150,Phones,84.95,5,3/31/2017
2153,Paper,14.94,3,11/22/2015
2154,Binders,14.16,2,7/14/2016
2161,Furnishings,79.384,1,5/14/2016
2169,Art,14.016,3,1/27/2017
2170,Accessories,71.976,3,1/27/2017
2171,Phones,107.982,3,1/27/2017
2180,Binders,85.232,7,5/7/2016
2181,Labels,44.4,3,5/7/2016
2182,Chairs,442.764,4,5/7/2016
2183,Machines,3999.95,5,5/7/2016
2184,Accessories,199.95,5,5/7/2016
2185,Furnishings,63.68,8,5/7/2016
2199,Paper,15.552,3,3/28/2015
2200,Paper,5.232,1,3/28/2015
2205,Furnishings,20.104,1,6/29/2015
2209,Art,16.52,4,8/22/2015
2210,Phones,832.93,7,11/14/2014
2211,Binders,43.8,10,11/14/2014
2213,Furnishings,27.42,1,11/21/2017
2222,Phones,485.94,2,12/6/2015
2223,Art,37.376,8,12/6/2015
